Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SystemAdmin-Integration_Suite,Chrome 85.0.4183.102,,,2020-09-21 14:46:00,2020-09-21 14:59:14,13m - 14.364s,PASSED
,,,,,,,
Test Cases/WEB-UI-TESTS/SysAdmin/ReferencePage/FDR-SystemAdmin-Populate-Details,Chrome 85.0.4183.102,https://ca-mmisds.atlassian.net/browse/FDR-2569,,2020-09-21 14:46:00,2020-09-21 14:46:49,48.349s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 85.0.4183.102,,,2020-09-21 14:46:00,2020-09-21 14:46:00,0.019s,PASSED
Start listener action : beforeTestCase,Chrome 85.0.4183.102,,,2020-09-21 14:46:00,2020-09-21 14:46:21,20.789s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 85.0.4183.102,,,2020-09-21 14:46:21,2020-09-21 14:46:21,0.006s,PASSED
Start listener action : executeRows,Chrome 85.0.4183.102,,,2020-09-21 14:46:21,2020-09-21 14:46:21,0.023s,PASSED
"taskName = ""Reference Data""",Chrome 85.0.4183.102,,,2020-09-21 14:46:21,2020-09-21 14:46:21,0.000s,PASSED
"verifyElementText(findTestObject(""Object Repository/FDR-System-Admin/SysAdmin-Dashboard/maintainReferenceDataTxt""), taskName)",Chrome 85.0.4183.102,,,2020-09-21 14:46:21,2020-09-21 14:46:22,0.285s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/SysAdmin-Dashboard/maintainReferenceDataBtn""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:22,2020-09-21 14:46:22,0.352s,PASSED
"click(findTestObject(""FDR-System-Admin/FDR-ReferencePage/reference-data""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:22,2020-09-21 14:46:23,0.534s,PASSED
"click(findTestObject(""FDR-System-Admin/FDR-ReferencePage/account""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:23,2020-09-21 14:46:23,0.574s,PASSED
"setText(findTestObject(""FDR-System-Admin/FDR-ReferencePage/referenceDataNameInput""), """")",Chrome 85.0.4183.102,,,2020-09-21 14:46:23,2020-09-21 14:46:24,0.851s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/FDR-ReferencePage/referenceDataDropdown""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:24,2020-09-21 14:46:24,0.291s,PASSED
"click(findTestObject(""FDR-System-Admin/FDR-ReferencePage/altAccount""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:24,2020-09-21 14:46:25,0.545s,PASSED
"setText(findTestObject(""FDR-System-Admin/FDR-ReferencePage/referenceDataNameInput""), """")",Chrome 85.0.4183.102,,,2020-09-21 14:46:25,2020-09-21 14:46:26,0.849s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/FDR-ReferencePage/referenceDataDropdown""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:26,2020-09-21 14:46:26,0.278s,PASSED
"click(findTestObject(""FDR-System-Admin/FDR-ReferencePage/contact""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:26,2020-09-21 14:46:27,0.541s,PASSED
"setText(findTestObject(""FDR-System-Admin/FDR-ReferencePage/referenceDataNameInput""), """")",Chrome 85.0.4183.102,,,2020-09-21 14:46:27,2020-09-21 14:46:27,0.833s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/FDR-ReferencePage/referenceDataDropdown""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:27,2020-09-21 14:46:28,0.274s,PASSED
"click(findTestObject(""FDR-System-Admin/FDR-ReferencePage/contract""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:28,2020-09-21 14:46:28,0.530s,PASSED
"setText(findTestObject(""FDR-System-Admin/FDR-ReferencePage/referenceDataNameInput""), """")",Chrome 85.0.4183.102,,,2020-09-21 14:46:28,2020-09-21 14:46:29,0.863s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/FDR-ReferencePage/referenceDataDropdown""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:29,2020-09-21 14:46:29,0.276s,PASSED
"click(findTestObject(""FDR-System-Admin/FDR-ReferencePage/fdrAppropriationReference""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:29,2020-09-21 14:46:30,0.542s,PASSED
"setText(findTestObject(""FDR-System-Admin/FDR-ReferencePage/referenceDataNameInput""), """")",Chrome 85.0.4183.102,,,2020-09-21 14:46:30,2020-09-21 14:46:31,0.831s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/FDR-ReferencePage/referenceDataDropdown""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:31,2020-09-21 14:46:31,0.289s,PASSED
"click(findTestObject(""FDR-System-Admin/FDR-ReferencePage/fundCode""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:31,2020-09-21 14:46:32,0.534s,PASSED
"setText(findTestObject(""FDR-System-Admin/FDR-ReferencePage/referenceDataNameInput""), """")",Chrome 85.0.4183.102,,,2020-09-21 14:46:32,2020-09-21 14:46:32,0.842s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/FDR-ReferencePage/referenceDataDropdown""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:32,2020-09-21 14:46:33,0.279s,PASSED
"click(findTestObject(""FDR-System-Admin/FDR-ReferencePage/fund""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:33,2020-09-21 14:46:33,0.534s,PASSED
"setText(findTestObject(""FDR-System-Admin/FDR-ReferencePage/referenceDataNameInput""), """")",Chrome 85.0.4183.102,,,2020-09-21 14:46:33,2020-09-21 14:46:34,0.847s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/FDR-ReferencePage/referenceDataDropdown""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:34,2020-09-21 14:46:34,0.282s,PASSED
"click(findTestObject(""FDR-System-Admin/FDR-ReferencePage/fundRatio""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:34,2020-09-21 14:46:35,0.539s,PASSED
"setText(findTestObject(""FDR-System-Admin/FDR-ReferencePage/referenceDataNameInput""), """")",Chrome 85.0.4183.102,,,2020-09-21 14:46:35,2020-09-21 14:46:36,0.840s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/FDR-ReferencePage/referenceDataDropdown""))",Chrome 85.0.4183.102,,,2020-09-21 14:46:36,2020-09-21 14:46:36,0.276s,PASSED
