Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FDR_ProductionSmokeTest,Chrome 85.0.4183.102,,,2020-09-21 11:06:39,2020-09-21 11:07:49,1m - 10.098s,FAILED
,,,,,,,
Test Cases/FDR_Production_SmokeTest/FDR-Calendar-Dashboard,Chrome 85.0.4183.102,,,2020-09-21 11:06:39,2020-09-21 11:07:01,22.172s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 85.0.4183.102,,,2020-09-21 11:06:39,2020-09-21 11:06:39,0.005s,PASSED
Start listener action : beforeTestCase,Chrome 85.0.4183.102,,,2020-09-21 11:06:39,2020-09-21 11:06:39,0.003s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 85.0.4183.102,,,2020-09-21 11:06:39,2020-09-21 11:06:39,0.012s,PASSED
Start listener action : executeRows,Chrome 85.0.4183.102,,,2020-09-21 11:06:39,2020-09-21 11:06:39,0.024s,PASSED
"commonFunctions.login(superUserAccnt, superUserPwd)",Chrome 85.0.4183.102,,,2020-09-21 11:06:39,2020-09-21 11:06:54,15.093s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/FDR-System-Admin/FDR-Calendar/FDR-Calendar-Dashboard/calendarBtn""), 3)",Chrome 85.0.4183.102,,,2020-09-21 11:06:54,2020-09-21 11:06:56,1.700s,PASSED
"taskName = ""Calendar""",Chrome 85.0.4183.102,,,2020-09-21 11:06:56,2020-09-21 11:06:56,0.001s,PASSED
"verifyElementText(findTestObject(""Object Repository/FDR-System-Admin/FDR-Calendar/FDR-Calendar-Dashboard/calendarBtnText""), taskName)",Chrome 85.0.4183.102,,,2020-09-21 11:06:56,2020-09-21 11:06:56,0.287s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/FDR-Calendar/FDR-Calendar-Dashboard/calendarBtn""))",Chrome 85.0.4183.102,,,2020-09-21 11:06:56,2020-09-21 11:06:57,0.368s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/FDR-Calendar/FDR-Calendar-Dashboard/calendarDataTypeDropdown""))",Chrome 85.0.4183.102,,,2020-09-21 11:06:57,2020-09-21 11:06:57,0.518s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/FDR-Calendar/FDR-Calendar-Dashboard/drawDateOption""))",Chrome 85.0.4183.102,,,2020-09-21 11:06:57,2020-09-21 11:06:58,0.563s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/FDR-Calendar/FDR-Calendar-Dashboard/calendarDropdown""))",Chrome 85.0.4183.102,,,2020-09-21 11:06:58,2020-09-21 11:06:59,0.615s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/FDR-Calendar/FDR-Calendar-Dashboard/federalFiscalYearOption""))",Chrome 85.0.4183.102,,,2020-09-21 11:06:59,2020-09-21 11:06:59,0.536s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/FDR-Calendar/FDR-Calendar-Dashboard/calendarDropdown""))",Chrome 85.0.4183.102,,,2020-09-21 11:06:59,2020-09-21 11:07:00,0.514s,PASSED
"click(findTestObject(""Object Repository/FDR-System-Admin/FDR-Calendar/FDR-Calendar-Dashboard/stateFiscalYearOption""))",Chrome 85.0.4183.102,,,2020-09-21 11:07:00,2020-09-21 11:07:00,0.683s,PASSED
commonFunctions.logout(),Chrome 85.0.4183.102,,,2020-09-21 11:07:00,2020-09-21 11:07:01,0.933s,PASSED
Start listener action : sampleAfterTestCase,Chrome 85.0.4183.102,,,2020-09-21 11:07:01,2020-09-21 11:07:01,0.003s,PASSED
Start listener action : afterTestCase,Chrome 85.0.4183.102,,,2020-09-21 11:07:01,2020-09-21 11:07:01,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 85.0.4183.102,,,2020-09-21 11:07:01,2020-09-21 11:07:01,0.001s,PASSED
Start listener action : addFailedTCToList,Chrome 85.0.4183.102,,,2020-09-21 11:07:01,2020-09-21 11:07:01,0.001s,PASSED
,,,,,,,
Test Cases/FDR_Production_SmokeTest/FDR-Generate-Reports,Chrome 85.0.4183.102,,,2020-09-21 11:07:01,2020-09-21 11:07:49,47.561s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 85.0.4183.102,,,2020-09-21 11:07:01,2020-09-21 11:07:01,0.002s,PASSED
Start listener action : beforeTestCase,Chrome 85.0.4183.102,,,2020-09-21 11:07:01,2020-09-21 11:07:01,0.001s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 85.0.4183.102,,,2020-09-21 11:07:01,2020-09-21 11:07:01,0.002s,PASSED
Start listener action : executeRows,Chrome 85.0.4183.102,,,2020-09-21 11:07:01,2020-09-21 11:07:01,0.000s,PASSED
"commonFunctions.login(superUserAccnt, superUserPwd)",Chrome 85.0.4183.102,,,2020-09-21 11:07:01,2020-09-21 11:07:15,13.669s,PASSED
